word	rank	corpus_count
administraator	20898	152
labürint	20899	152
ilmsiks	20909	152
ebaloomulik	20911	152
detroit	20917	152
vürtsikas	20919	152
vennatütar	20923	152
kukil	20926	152
rasv	20931	152
doonor	20946	152
käsutusse	20947	152
lõpparve	20948	152
aktiivsus	20949	152
iseäranis	20960	152
jätkuma	20961	152
rassistlik	20967	152
ti	20979	152
välismaa	20980	152
ülbus	20986	152
varuplaan	20987	152
oklahoma	20993	151
pähklivõi	20994	151
sõnatu	20998	151
troonipärija	21001	151
õemees	21007	151
emalaev	21017	151
uhiuus	21018	151
tulevahetus	21020	151
pingule	21039	151
munder	21042	151
ebanormaalne	21043	151
voolama	21044	151
kiindumus	21045	151
mehelik	21046	151
ühikas	21053	151
ports	21057	151
nukker	21064	151
vähendama	21065	151
haare	21066	151
kuhjaga	21074	151
levima	21082	151
sõjaline	21090	151
amps	21095	150
tavatu	21100	150
hellalt	21101	150
holland	21102	150
litsakas	21103	150
seen	21104	150
otseülekanne	21111	150
relvitu	21114	150
ülemteener	21115	150
ligikaudu	21118	150
skeem	21119	150
revolver	21120	150
hispaanlane	21123	150
riigel	21127	150
mundris	21129	150
küpse	21133	150
sootuks	21142	150
väljakannatamatu	21143	150
taru	21152	150
valdusesse	21157	150
tsitaat	21158	150
ahistamine	21161	150
väljuma	21163	150
kaitseingel	21164	150
vanaviisi	21175	150
kõrvaklapid	21184	150
hamburger	21186	150
esitus	21188	150
konkurent	21189	150
maitsetu	21192	150
järjekordselt	21194	150
molu	21195	150
harv	21200	150
paberitöö	21204	149
jummel	21211	149
ettekääne	21216	149
ebaseaduslikult	21217	149
petma	21218	149
diskreetne	21224	149
tiido	21226	149
läbimärg	21227	149
suveniir	21228	149
madrus	21234	149
elustiil	21241	149
märja	21245	149
lusikas	21251	149
valgustus	21252	149
riistvara	21253	149
jõhkard	21257	149
paljulubav	21265	149
kapsel	21272	149
täiskasvanulik	21273	149
toituma	21274	149
veski	21275	149
vodka	21276	149
kolmsada	21279	149
mõnevõrra	21280	149
karmim	21289	149
streik	21291	149
lemmikvärv	21294	149
paratamatu	21295	149
moraalselt	21300	149
tsükkel	21304	149
harmoonia	21306	149
ufo	21317	148
kokkuvõte	21318	148
mälupulk	21328	148
harilik	21330	148
vastulause	21332	148
kaheksane	21333	148
vs	21335	148
päikeseprillid	21338	148
lihtsameelne	21341	148
keskpärane	21347	148
sissetulek	21348	148
kirglikult	21349	148
kalamees	21356	148
kristlik	21362	148
käivitus	21370	148
kviitung	21378	148
omajagu	21382	148
koort	21384	148
sabast	21391	148
kahtlaselt	21396	148
värd	21399	148
jõukas	21401	148
kirjalikult	21405	148
narkomaan	21431	147
mustalt	21437	147
toto	21449	147
kreeklane	21460	147
koodeks	21461	147
mällu	21462	147
konsul	21465	147
vastupidav	21468	147
küpsetama	21471	147
sarkastiline	21473	147
anum	21475	147
tuumapomm	21477	147
diplomaatiline	21479	147
punker	21487	147
mehine	21495	147
veritsema	21503	147
teaduslikult	21507	147
juhte	21508	147
kolmnurk	21512	147
stjuardess	21514	147
maskott	21519	147
piisk	21523	147
äripartner	21526	147
boonus	21527	147
avalikkus	21531	147
lahedalt	21533	147
labidas	21543	146
šampanja	21544	146
piiramatu	21548	146
asjalik	21560	146
ostmine	21561	146
kaheksajalg	21569	146
erus	21570	146
märkimisväärselt	21573	146
kihlus	21575	146
ükskõikne	21581	146
puhuma	21586	146
mentor	21595	146
krõbe	21602	146
südamerabandus	21604	146
kusema	21610	146
kuhupoole	21620	146
salsa	21626	146
kurask	21639	145
põnevam	21640	145
tegelikkus	21641	145
keskpäevaks	21644	145
sitahunnik	21652	145
möödanik	21657	145
sipsik	21659	145
meeter	21660	145
kogumine	21669	145
pingutus	21674	145
impulsiivne	21682	145
ülalt	21687	145
kalender	21690	145
unimüts	21696	145
kõlama	21700	145
jorss	21711	145
kuru	21719	145
elukutseline	21720	145
kurvem	21721	145
nuputama	21731	145
päikesekiir	21734	145
tugi	21736	145
jalgratas	21737	145
keskpäev	21746	145
shanghai	21763	145
inspiratsioon	21772	144
administratsioon	21774	144
ebatavaliselt	21776	144
varjamine	21780	144
põlastusväärne	21782	144
lõualuu	21785	144
olematu	21793	144
najal	21800	144
rätsep	21801	144
sigaret	21802	144
kondoom	21804	144
karbid	21812	144
plastik	21814	144
ujumine	21817	144
popp	21818	144
spontaanne	21819	144
korrektne	21820	144
siid	21825	144
seejuures	21827	144
propaganda	21830	144
suhtlemine	21838	144
vingumine	21840	144
sihin	21843	144
kõvem	21847	144
kallas	21858	144
hüsteeriline	21859	144
veidram	21860	144
mittekeegi	21861	144
neljane	21864	143
mõistes	21866	143
dilemma	21868	143
kae	21869	143
araablane	21870	143
erapooletu	21872	143
sünnitus	21874	143
kuuluma	21875	143
vai	21883	143
sarkasm	21890	143
tossike	21891	143
rahustama	21893	143
armuelu	21894	143
äärmuslik	21898	143
järjekindel	21904	143
lõhnaõli	21909	143
aidaa	21913	143
järg	21916	143
ettevalmistus	21920	143
kadett	21921	143
elupäästja	21926	143
hambahaldjas	21937	143
valutu	21939	143
möga	21944	143
vabamalt	21948	143
geto	21953	143
asjake	21955	143
kahtlustatav	21960	143
liikumatult	21965	143
ettevaatusabinõu	21968	143
prae	21970	143
pala	21971	143
varjul	21972	143
anarhia	21981	142
cheyenne	21982	142
pott	21983	142
kummardama	21992	142
sucre	21995	142
sügavus	21997	142
briljantne	22003	142
heldelt	22004	142
lihas	22018	142
eksootiline	22020	142
kasukas	22027	142
ca	22038	142
kahvel	22042	142
väliselt	22045	142
ila	22047	142
kuratlik	22049	142
roomlane	22051	142
who	22056	142
pidamine	22060	142
visuaalne	22062	142
paharet	22065	142
rumalam	22073	142
maksimaalne	22074	142
vanasõna	22081	142
pee	22083	142
häbitu	22084	142
lehk	22087	142
paljuski	22090	142
müümine	22092	142
salvestis	22094	142
heebrea	22095	142
sügavam	22097	142
luuraja	22102	141
tagantpoolt	22105	141
kohtukutse	22112	141
neo	22123	141
lõke	22132	141
tangid	22133	141
vanemleitnant	22146	141
toetaja	22148	141
käepigistus	22149	141
gringo	22151	141
tehnik	22158	141
loov	22161	141
algatuseks	22164	141
koostisosa	22168	141
unistaja	22171	141
santos	22172	141
perfektselt	22174	141
spetsiaalne	22180	141
laht	22182	141
mõistlikum	22183	141
mitteametlik	22185	141
armsaim	22187	140
grill	22194	140
imelaps	22195	140
töökoda	22200	140
sahtel	22203	140
vanakooli	22204	140
pundis	22205	140
paindlik	22208	140
kordamööda	22209	140
rooste	22214	140
reliikvia	22218	140
suutäis	22225	140
naba	22230	140
rohkelt	22231	140
veregrupp	22234	140
eluvorm	22237	140
kretiin	22238	140
mõra	22242	140
lobamokk	22248	140
rõdu	22249	140
veidikene	22251	140
kohtuprotsess	22254	140
elavalt	22259	140
kahjutasu	22260	140
aster	22262	140
pommitamine	22270	140
roog	22271	140
klooster	22272	140
shea	22273	140
kohalolu	22278	140
läbinähtav	22282	140
hingetõmme	22292	140
üksipäini	22294	140
meteoriit	22296	140
edasine	22297	140
vikerkaar	22298	140
jalgpallur	22304	139
küti	22310	139
kannatamatu	22312	139
marssal	22315	139
kontrollimatu	22321	139
paate	22328	139
eitavalt	22335	139
jõehobu	22336	139
orhidee	22340	139
järge	22347	139
olem	22352	139
ettenähtud	22354	139
põllu	22361	139
skisofreenia	22366	139
raku	22371	139
filmimine	22379	139
paranema	22381	139
vasakukäeline	22382	139
pühalikult	22388	139
peksmine	22392	139
sportlik	22395	139
britannia	22396	139
süütus	22399	139
ehitamine	22405	139
ülekoormus	22407	139
kuratlikult	22417	139
pill	22419	139
peruu	22420	139
dollariline	22421	139
toredam	22433	139
luik	22439	139
tainas	22448	138
söögiisu	22458	138
neer	22461	138
mehhanism	22462	138
kohtumaja	22463	138
mahlane	22464	138
pinnas	22466	138
tunnistajakaitse	22467	138
kautsjon	22476	138
niisamuti	22478	138
vedu	22484	138
vanamoor	22485	138
jaatavalt	22486	138
julgustav	22488	138
teadmatus	22490	138
võistkond	22494	138
varemed	22500	138
juur	22502	138
seksikam	22515	138
higistama	22518	138
elektrooniline	22526	138
vintpüss	22529	138
vabakutseline	22532	138
veenus	22544	138
kuivõrd	22564	138
ühekaupa	22567	137
siberi	22582	137
tutti	22584	137
hoiak	22585	137
värviline	22587	137
juno	22590	137
esmatähtis	22593	137
hapu	22597	137
e-mail	22600	137
tihemini	22602	137
kahekordselt	22605	137
omama	22609	137
rahaliselt	22616	137
vallatu	22618	137
sõltumata	22623	137
bussijuht	22630	137
emakas	22632	137
lühend	22635	137
armastusväärne	22640	137
nooruses	22643	137
häbiasi	22644	137
kalk	22648	137
kaelani	22652	137
naistemees	22654	137
puudel	22656	137
vedru	22658	137
kolmveerand	22661	137
residents	22674	137
hääles	22678	137
hiireke	22682	137
kantsi	22683	137
tirin	22687	136
oksjon	22689	136
käbi	22695	136
puhtam	22703	136
piiga	22705	136
prometheus	22712	136
lumeinimene	22719	136
hauakivi	22727	136
sestsaadik	22728	136
infarkt	22731	136
eelaimus	22746	136
diagnostika	22748	136
moslem	22754	136
varjust	22762	136
üksikema	22768	136
põhjendatud	22776	136
viskamine	22781	136
uinak	22784	136
nõudlik	22802	136
näoli	22803	136
tulus	22804	136
kofeiinivaba	22806	136
rivitult	22808	136
viibimine	22817	135
salv	22819	135
tähtsus	22820	135
ühiselt	22823	135
kaunilt	22835	135
viljakas	22836	135
harjutamine	22840	135
kutsumine	22842	135
ropp	22848	135
intern	22860	135
porgand	22864	135
halastus	22865	135
mõrvakatse	22866	135
türann	22878	135
bbc	22882	135
ülerahvastatud	22888	135
kuulamine	22895	135
klaasike	22897	135
mõistev	22905	135
sitsiilia	22912	135
hampshire	22919	135
tolmuimeja	22923	135
lontrus	22927	135
tagama	22928	135
rikkam	22934	135
vaga	22941	135
johannes	22944	135
lakkamatult	22945	135
spordiala	22950	135
hera	22956	134
geen	22958	134
kopp-kopp	22960	134
armukadedus	22964	134
röntgen	22965	134
doos	22969	134
rodeo	22970	134
totaalne	22974	134
võrreldav	22976	134
keisrinna	22977	134
meeldivam	22982	134
kuumim	22988	134
leegion	22992	134
sitavares	22994	134
osavam	22995	134
varblane	22999	134
ussike	23001	134
püramiid	23003	134
loomaarst	23007	134
nimepidi	23011	134
hoolitsemine	23013	134
jõulupuu	23019	134
kiitus	23028	134
abijõud	23035	134
valgusaasta	23037	134
süstal	23042	134
õhkkond	23044	134
võimukas	23049	134
ettekavatsetud	23055	134
sõrmejälg	23069	134
poliitiliselt	23072	133
linnutee	23078	133
tõdema	23085	133
tohoh	23087	133
instituut	23090	133
vänt	23091	133
koduperenaine	23099	133
mära	23102	133
loobumine	23103	133
tia	23104	133
tänuväärt	23105	133
kolonelleitnant	23106	133
seanss	23116	133
absoluutne	23122	133
lõpmatuseni	23126	133
muusa	23129	133
niiöelda	23130	133
druiid	23136	133
kangelaslik	23137	133
kaissu	23142	133
kääbik	23143	133
ruutu	23148	133
kaitseriiv	23150	133
lõhkepea	23160	133
pärandus	23164	133
tegevdirektor	23165	133
meeleheide	23174	133
ranne	23178	133
hambahari	23185	133
demonstratsioon	23189	133
auahne	23190	133
suumulk	23201	132
läbikukkunud	23210	132
sent	23211	132
sünnis	23216	132
poksi	23217	132
ähmane	23224	132
tennessee	23234	132
külaskäik	23235	132
massiivne	23247	132
keelduma	23249	132
külmem	23250	132
silmus	23253	132
sihtkoht	23254	132
emm	23274	132
arenema	23276	132
keskpunkt	23278	132
praktikant	23279	132
kurv	23282	132
mõneti	23286	132
puutuma	23290	132
evakueerima	23291	132
salarelv	23295	132
meeldejääv	23297	132
sõltuvalt	23298	132
kohtuistung	23299	132
kompu	23301	132
otsemaid	23302	132
ettur	23306	132
peapiiskop	23311	132
pargivaht	23312	132
diplomaat	23319	132
ekslikult	23330	132
tagasitee	23337	132
brenner	23346	131
kellavärk	23348	131
sulepea	23352	131
brändi	23354	131
vahtima	23363	131
rüppe	23365	131
hämar	23370	131
külmkapp	23373	131
kuub	23376	131
rebase	23386	131
seapekk	23395	131
helilooja	23396	131
saag	23399	131
primitiivne	23400	131
jogurt	23402	131
puudulik	23409	131
kakao	23418	131
leidus	23421	131
kõndimine	23424	131
üksikasjalikult	23432	131
tõugu	23434	131
teadaolev	23436	131
laulatus	23437	131
jälgija	23444	131
erak	23448	131
sultan	23453	131
lahkamine	23461	131
liialdus	23464	131
majaomanik	23465	131
loopima	23470	131
meeskonnatöö	23480	130
tasuja	23485	130
joonistama	23490	130
sihtpunkt	23498	130
radikaalne	23499	130
vader	23506	130
jonnakas	23515	130
kaarik	23518	130
kulgu	23520	130
talisman	23523	130
nimetus	23525	130
tikke	23526	130
raevukas	23532	130
töödejuhataja	23536	130
tel	23544	130
vastumeelne	23553	130
ungari	23557	130
ehitaja	23560	130
sarv	23564	130
hermes	23566	130
murettekitav	23569	130
sireen	23571	130
esineja	23575	130
päikesevalgus	23578	130
tootmine	23580	130
taimer	23592	130
võimla	23593	130
asjakohane	23598	130
eitamine	23603	129
ninakas	23606	129
küüslauk	23613	129
cv	23615	129
rühmitus	23616	129
muhk	23622	129
jäätee	23627	129
pahandus	23630	129
õpetus	23631	129
äi	23633	129
testima	23634	129
seesmiselt	23641	129
kustkohast	23647	129
madrats	23648	129
illegaalselt	23649	129
kose	23652	129
läikiv	23661	129
klambrid	23663	129
kanderaam	23668	129
säru	23677	129
luuletaja	23688	129
auh	23690	129
segaselt	23691	129
ärevus	23699	129
raudne	23705	129
varemalt	23706	129
mullivann	23707	129
koiott	23709	129
konsultant	23717	129
eesõigus	23719	129
šokk	23722	129
viisa	23723	129
käsiraamat	23725	129
kiskuma	23726	129
laiemalt	23728	129
jäine	23736	129
vagun	23739	129
ateena	23742	129
kramp	23743	129
silmapilk	23753	128
nähtu	23754	128
puusa	23755	128
üks-kaks	23758	128
närvivapustus	23762	128
mh	23765	128
eliit	23769	128
treppi	23772	128
lollikindel	23777	128
kartell	23778	128
tolmune	23780	128
tahtlik	23802	128
piripill	23812	128
sõnnik	23820	128
kannu	23822	128
drink	23827	128
staap	23828	128
veenvalt	23833	128
põgusalt	23840	128
kaldu	23844	128
soodne	23852	128
asteroid	23855	128
musketär	23856	128
nisu	23862	128
avameelselt	23864	128
taotlus	23868	128
iga-aastane	23876	128
teenus	23882	128
täpsus	23883	128
küüsis	23884	128
kraesse	23886	127
kirjandus	23889	127
maa-alune	23894	127
prooviesinemine	23898	127
füüsik	23909	127
kelvin	23919	127
kiir	23923	127
kerjus	23929	127
videokaamera	23930	127
imbetsill	23931	127
rahutused	23934	127
väimees	23940	127
teejuht	23941	127
bug	23942	127
mürakas	23948	127
kaust	23949	127
õpipoiss	23959	127
orion	23964	127
beibe	23965	127
hj	23966	127
ahhaa	23970	127
teler	23978	127
tsiviilisik	23983	127
eeldama	23987	127
väljaõpe	23988	127
varrukas	23991	127
atakk	24007	127
lambert	24008	127
musa	24010	127
tootma	24016	127
visioon	24017	127
meloodia	24018	127
gi	24020	126
peletis	24028	126
vietnam	24030	126
keeld	24038	126
näitaja	24040	126
kuulutus	24045	126
anonüümselt	24046	126
remont	24047	126
luukere	24051	126
kuuletuma	24053	126
jj	24056	126
üleminek	24057	126
pedofiil	24064	126
iiveldus	24065	126
trummar	24071	126
kalda	24073	126
korralagedus	24086	126
koristamine	24087	126
puuvili	24099	126
neljandaks	24103	126
putka	24104	126
hambapasta	24115	126
kerry	24128	126
teesklemine	24134	126
seksikalt	24139	126
apteek	24149	126
pisar	24154	126
ummik	24155	126
enneaegselt	24156	126
talunik	24160	126
lohutus	24161	125
rutiinne	24164	125
poeetiline	24176	125
heategija	24181	125
söötma	24185	125
kaader	24186	125
purjetama	24194	125
ebausklik	24197	125
teiesugune	24200	125
maalima	24209	125
andmebaas	24210	125
täistabamus	24212	125
illinois	24214	125
sobivam	24228	125
teguviis	24231	125
ne	24236	125
seitsmene	24240	125
minimaalselt	24243	125
värvima	24244	125
pagariäri	24251	125
tulemusel	24255	125
live	24257	125
eesriie	24262	125
peapõrutus	24263	125
lutsifer	24270	125
senjoriita	24273	125
põngerjas	24283	125
sõjalaev	24285	125
sülg	24293	125
mustlane	24294	125
tuuline	24297	124
ööpäev	24300	124
richmond	24306	124
töökas	24310	124
ühinemine	24314	124
sulu	24315	124
napp	24319	124
paarike	24326	124
immuunsus	24328	124
pommipanija	24334	124
lamama	24335	124
maiuspala	24336	124
sisemus	24339	124
ebausk	24351	124
rahumeelne	24352	124
armumine	24356	124
lennuväli	24357	124
jaole	24360	124
punni	24363	124
seevastu	24364	124
eestkostja	24365	124
põssa	24368	124
lapsemäng	24369	124
perversne	24370	124
lööklaine	24386	124
dildo	24387	124
hape	24390	124
rõngad	24391	124
volikogu	24400	124
käeluu	24404	124
pulmapäev	24406	124
märgatavalt	24407	124
kuulutama	24424	124
kiuste	24426	124
räpaselt	24430	124
nõrguke	24438	124
sattuma	24451	123
teesklus	24452	123
sümptom	24462	123
äpardus	24467	123
karantiin	24470	123
rikkaim	24471	123
aegluubis	24473	123
konditsioneer	24487	123
kork	24491	123
oks	24494	123
naisuke	24495	123
väepealik	24500	123
hädine	24508	123
pikisilmi	24512	123
augustus	24518	123
punti	24519	123
lobi	24523	123
kusik	24528	123
reageerima	24529	123
ebareaalne	24530	123
potentsiaalne	24534	123
vanilje	24541	123
mehike	24547	123
carlisle	24557	123
partnerlus	24558	123
eskort	24566	123
jooni	24567	123
mõrsja	24568	123
country	24577	123
religioosne	24580	123
naljaasi	24583	123
kuristiku	24585	123
kaksikvend	24588	123
morfiin	24593	122
sisejuurdlus	24597	122
olümpia	24599	122
prügikast	24604	122
õnnestuma	24609	122
katastroofiline	24618	122
säästma	24619	122
viiner	24623	122
alluv	24626	122
rakke	24636	122
tunnike	24646	122
märge	24650	122
hunnikusse	24659	122
kandmine	24665	122
viimseni	24672	122
kooris	24673	122
söögiaeg	24674	122
pulka	24679	122
neelama	24682	122
laupäeviti	24688	122
saatuslik	24689	122
zombie	24692	122
mateeria	24694	122
türannia	24696	122
kahvanägu	24702	122
peaosa	24709	122
song	24714	122
vastikult	24719	122
skalpell	24733	122
gängster	24734	122
mage	24738	122
silmnähtavalt	24739	122
näoilme	24741	122
asendamatu	24748	122
lasteaed	24750	121
terrorism	24751	121
sonar	24752	121
saavutama	24755	121
puhastamine	24756	121
invasioon	24757	121
vastsündinud	24758	121
sukelduma	24759	121
tõesõna	24764	121
töömees	24771	121
pommitaja	24772	121
taguots	24793	121
koole	24795	121
täpp	24803	121
jaapanlane	24809	121
fuajee	24816	121
enneolematu	24820	121
autoavarii	24827	121
karjane	24836	121
volitus	24837	121
pihtas	24840	121
hakkliha	24847	121
lõppkokkuvõttes	24852	121
tootja	24853	121
vihmavari	24854	121
eraviisiliselt	24865	121
väljasurnud	24867	121
ass	24876	121
väel	24880	121
alligaator	24887	121
võlukunst	24888	121
ministeerium	24890	121
iidol	24893	121
tegutsemine	24898	121
poseidon	24899	121
õudukas	24901	121
viisakus	24902	121
sooritama	24906	121
piss	24907	121
uje	24913	120
murdosa	24914	120
võluväel	24921	120
ninasarvik	24922	120
lõike	24924	120
vimm	24926	120
font	24927	120
parandamine	24930	120
lutika	24931	120
mc	24941	120
lelu	24947	120
tyrone	24948	120
professionaalselt	24956	120
rannik	24962	120
mööduv	24963	120
brigaad	24969	120
edastama	24972	120
maastur	24977	120
bluff	24982	120
imehästi	24987	120
lõpmatu	24992	120
äpu	25000	120
rippuma	25008	120
jäik	25009	120
dünaamika	25024	120
rahaline	25026	120
taastusravi	25027	120
kl	25028	120
kaebama	25034	120
allavoolu	25043	120
melbourne	25046	120
tasane	25049	120
miilits	25056	119
troon	25063	119
aeglasem	25068	119
söötis	25079	119
pääs	25083	119
isend	25086	119
juhuu	25090	119
isehakanud	25097	119
õnnetusjuhtum	25099	119
sponsor	25106	119
linnake	25113	119
mikker	25115	119
kõnnitee	25116	119
oliiviõli	25118	119
vastasseis	25124	119
teadaolevalt	25128	119
hiljutine	25130	119
lahedaim	25134	119
rumeenia	25135	119
jestas	25139	119
kõmu	25140	119
vastuoluline	25141	119
viljatu	25143	119
nauditav	25147	119
kriitika	25150	119
bosnia	25155	119
hara	25160	119
argentiina	25161	119
märter	25168	119
sohva	25178	119
sujuv	25182	119
morn	25183	119
rändama	25187	119
külastaja	25188	119
vingu	25197	119
väljaanne	25201	119
viiking	25203	119
iraak	25205	119
ballett	25220	118
seitsekümmend	25227	118
pealiskaudne	25230	118
valulik	25232	118
kujutama	25242	118
kõrts	25244	118
karla	25247	118
püssirohi	25249	118
võlglane	25250	118
veits	25252	118
välgumihkel	25263	118
kiirgus	25264	118
rent	25267	118
pokker	25268	118
arusaamine	25269	118
vaesus	25276	118
jalka	25288	118
antenn	25290	118
egiptus	25294	118
pihkur	25295	118
padre	25306	118
töökorda	25312	118
föderaal	25315	118
kokkupuude	25325	118
kolli	25328	118
eelkäija	25339	118
tegev	25343	118
põnevus	25350	118
rebima	25353	118
esindama	25354	118
jõuetu	25355	118
raju	25357	118
ropult	25360	118
teos	25366	118
paljutõotav	25370	118
litsents	25373	118
popkorn	25379	117
rikkalik	25381	117
cnn	25385	117
lähenema	25399	117
siinolek	25401	117
politseiauto	25406	117
kummardus	25410	117
vangivalvur	25420	117
hauakamber	25421	117
nõdrameelne	25425	117
gaia	25431	117
väsima	25442	117
kiht	25448	117
surmanuhtlus	25452	117
selgem	25454	117
dakota	25470	117
põlev	25476	117
tüürimees	25477	117
divisjon	25481	117
džinn	25486	117
algeline	25494	117
ajukasvaja	25496	117
hallutsinatsioon	25500	117
miinimum	25501	117
toimunu	25502	117
argpükslik	25508	117
röster	25517	117
murdvaras	25519	117
kaasasündinud	25520	117
imetajad	25522	117
ülevaataja	25527	117
süüdistatav	25530	117
sugupuu	25534	117
mula	25553	116
sisse-välja	25555	116
vaneminspektor	25558	116
hoolikamalt	25559	116
timukas	25560	116
mõrvarühm	25566	116
tuttu	25572	116
springfield	25587	116
zen	25590	116
muusikal	25592	116
hülgama	25593	116
loovutama	25594	116
meenuma	25599	116
kaks-kolm	25605	116
sotsiopaat	25617	116
afganistan	25636	116
kasvatamine	25644	116
kalmistu	25659	116
rokkima	25663	116
taguma	25666	116
normi	25668	116
mõõt	25670	116
ark	25674	116
intiimne	25677	116
virsik	25678	116
määrama	25682	116
kilomeeter	25696	116
hommikueine	25700	116
alukad	25703	116
sound	25712	116
ülevaatus	25721	116
valmisolek	25723	116
teisipäeviti	25724	116
dharma	25734	116
faks	25742	115
sitaauk	25748	115
vaatus	25751	115
lapseke	25758	115
aadam	25761	115
simulatsioon	25768	115
laava	25771	115
funktsioon	25772	115
pikne	25775	115
tülikas	25780	115
kuutõbine	25781	115
helin	25782	115
tõuk	25785	115
huvitavalt	25788	115
buu	25789	115
parandamatu	25791	115
toanaaber	25792	115
rumm	25793	115
kosmiline	25803	115
tuvike	25821	115
vikatimees	25831	115
salong	25838	115
toppima	25840	115
infoallikas	25848	115
volti	25855	115
latiino	25860	115
püüdmine	25862	115
otsaette	25869	115
kõrilõikaja	25870	115
majori	25872	115
piiritu	25875	115
raam	25881	115
universaalne	25888	115
buffalo	25893	115
jüri	25894	115
online	25895	115
vormel	25903	115
tantsupidu	25906	115
cali	25907	115
laskuma	25912	115
unustamatu	25917	114
minnesota	25918	114
poks	25926	114
mõrvarelv	25941	114
hoolikas	25945	114
medaljon	25947	114
hoiduma	25949	114
kutsung	25951	114
kuskohas	25953	114
kuklas	25954	114
kausi	25968	114
saatanlik	25970	114
juveel	25973	114
uitama	25975	114
haledalt	25979	114
tüng	25980	114
rahumeelselt	25983	114
nõusolek	25989	114
tatt	25993	114
nokk	26005	114
kops	26009	114
leinama	26012	114
nimetu	26013	114
massöör	26025	114
kolp	26026	114
korruptsioon	26027	114
kulu	26033	114
liikumiskeeld	26039	114
mannetu	26040	114
valusam	26043	114
oivaliselt	26058	114
prior	26060	114
võrukael	26065	114
puudutama	26076	114
identne	26077	114
semester	26084	113
sinikas	26086	113
katsuma	26092	113
poolvend	26096	113
impulss	26101	113
sättima	26104	113
manchester	26106	113
upsakas	26112	113
seletamatu	26113	113
kadedus	26116	113
ecstasy	26123	113
juhmard	26127	113
rauad	26128	113
portfell	26131	113
maksumaksja	26143	113
ühiskondlik	26149	113
teip	26156	113
senimaani	26159	113
ülearu	26180	113
kelk	26181	113
abs	26183	113
valusalt	26187	113
suurejooneline	26188	113
kirikuõpetaja	26203	113
macho	26205	113
hautis	26207	113
õpetamine	26212	113
eravaldus	26223	113
siitsamast	26228	113
ilmumine	26231	113
tutvus	26233	113
poolearuline	26237	113
stereo	26240	113
justnagu	26247	113
keerutama	26248	113
hõbeda	26250	113
rivaal	26261	112
ähvardama	26262	112
fe	26269	112
surematus	26276	112
paljastama	26277	112
tjah	26291	112
tõmmu	26292	112
irv	26297	112
süüfilis	26304	112
karneval	26305	112
vabrik	26307	112
sohver	26308	112
sohilaps	26313	112
meelitav	26314	112
tõelisus	26320	112
kutsumus	26322	112
lagunema	26323	112
ekskursioon	26325	112
platvorm	26327	112
orlando	26328	112
kalliskivi	26330	112
pagar	26333	112
ebaõnnestumine	26342	112
näost-näkku	26344	112
infrapuna	26348	112
karaoke	26349	112
yakuza	26352	112
raasugi	26355	112
laim	26359	112
tõsisemalt	26360	112
optimist	26370	112
tilga	26384	112
mõeldamatu	26393	112
majaka	26397	112
juustuburger	26398	112
register	26405	112
terror	26408	112
enesehävitus	26419	111
gäng	26422	111
sibul	26425	111
kongo	26428	111
plaaster	26429	111
hävitav	26438	111
apokalüpsis	26441	111
läbipaistev	26442	111
suunduma	26453	111
algupärane	26455	111
orgia	26456	111
imelikum	26459	111
beeta	26463	111
seriaal	26468	111
raputama	26471	111
kuulekas	26477	111
pervo	26481	111
oletama	26484	111
temp	26487	111
majapidaja	26491	111
skeptiline	26493	111
muretu	26499	111
rajoon	26502	111
postkast	26503	111
esmapilgul	26504	111
jamaica	26518	111
akt	26529	111
pakis	26537	111
vapram	26542	111
valjuhääldi	26545	111
tapatalgud	26548	111
tähtkuju	26551	111
seisukord	26552	111
kuritegelik	26554	111
tõttöelda	26555	111
vastuhakk	26558	111
kaasavara	26561	111
haisukott	26568	111
siiakanti	26569	111
kaevur	26571	111
möll	26589	111
kooliõpetaja	26598	111
abinõu	26599	111
haiguslugu	26610	110
tõmbuma	26615	110
kude	26619	110
sissejuhatus	26621	110
trellid	26627	110
isikupära	26629	110
krampi	26630	110
eluviis	26632	110
laboratoorium	26633	110
yin	26636	110
ametikoht	26637	110
hingeline	26639	110
fantastiliselt	26643	110
serv	26652	110
purskkaev	26654	110
ruut	26658	110
lülitus	26659	110
prof	26664	110
ait	26685	110
läbipääs	26686	110
kahjustus	26688	110
vaheldus	26689	110
kummuli	26693	110
iganenud	26697	110
varjatult	26698	110
andestus	26708	110
antiik	26716	110
br	26721	110
lsd	26726	110
kõrvalmõju	26736	110
pääste	26739	110
karakter	26740	110
kohtupäev	26741	110
debatt	26744	110
rula	26750	110
koma	26760	110
jätis	26763	110
emas	26767	110
sihilikult	26770	110
psst	26772	110
valama	26777	110
insult	26783	110
sinnamaani	26789	109
krediit	26795	109
ägedalt	26796	109
mõjuv	26803	109
hamster	26805	109
selgemalt	26820	109
vooru	26823	109
elton	26829	109
ettevaatus	26831	109
cappuccino	26835	109
populaarsem	26836	109
kuukivi	26842	109
eksklusiivne	26844	109
lihtsaim	26856	109
hingesugulane	26862	109
vanake	26872	109
levitama	26874	109
rohke	26880	109
kauplema	26884	109
tugevamalt	26890	109
tuksis	26891	109
rahuldav	26892	109
jubedam	26895	109
torge	26898	109
rangluu	26905	109
ilmaaegu	26907	109
debiilik	26910	109
lohku	26911	109
pildistama	26914	109
pigis	26922	109
ühtmoodi	26923	109
